project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R05986,Quality,Tolerance deviation,4,3,Additional testing regime,false
SA-R05986,Material,Concrete strength below spec,1,3,Alternative supplier sourcing,false
SA-R05986,Structural,Foundation settlement risk,4,4,Design review and structural analysis,true
SA-R05986,Schedule,Subcontractor availability,5,3,Accelerated procurement plan,false
SA-R05986,Financial,Labor shortage cost impact,2,1,Fixed price contracts,true
SA-R05987,Financial,Currency fluctuation risk,2,1,Fixed price contracts,true
SA-R05987,Schedule,Material procurement delay,2,2,Accelerated procurement plan,false
SA-R05987,Quality,Poor workmanship risk,2,4,Additional testing regime,false
SA-R05987,Safety,Confined space hazard,5,3,Enhanced safety training,false
SA-R05988,Schedule,Subcontractor availability,3,3,Accelerated procurement plan,false
SA-R05988,Financial,Currency fluctuation risk,5,3,Fixed price contracts,false
SA-R05988,Structural,Inadequate reinforcement detailing,1,2,Design review and structural analysis,true
SA-R05988,Safety,Fire hazard from hot work,2,5,Enhanced safety training,false
SA-R05988,Material,Concrete strength below spec,1,1,Alternative supplier sourcing,true
SA-R05988,Quality,Curing duration not met,4,1,Additional testing regime,true
SA-R05989,Quality,Testing failure rate high,3,5,Additional testing regime,false
SA-R05989,Schedule,Weather delay potential,2,3,Accelerated procurement plan,false
SA-R05989,Material,Concrete strength below spec,2,5,Alternative supplier sourcing,false
SA-R05989,Safety,Electrical shock risk,4,1,Enhanced safety training,true
SA-R05989,Structural,Column failure potential,4,2,Design review and structural analysis,true
SA-R05990,Schedule,Material procurement delay,5,5,Accelerated procurement plan,false
SA-R05990,Material,Aggregate gradation issue,3,4,Alternative supplier sourcing,false
SA-R05990,Structural,Crack propagation in shear walls,1,5,Design review and structural analysis,true
SA-R05990,Financial,Currency fluctuation risk,4,1,Fixed price contracts,false
SA-R05990,Safety,Heavy lifting accident potential,3,3,Enhanced safety training,true
SA-R05990,Quality,Incomplete waterproofing,5,3,Additional testing regime,false
SA-R05991,Quality,Testing failure rate high,5,1,Additional testing regime,true
SA-R05991,Material,Aggregate gradation issue,1,1,Alternative supplier sourcing,true
SA-R05991,Structural,Foundation settlement risk,2,2,Design review and structural analysis,true
SA-R05991,Safety,Working at height risk,3,1,Enhanced safety training,false
SA-R05991,Financial,Cement price increase,1,2,Fixed price contracts,true
SA-R05992,Financial,Cash flow constraint,5,1,Fixed price contracts,true
SA-R05992,Safety,Electrical shock risk,4,1,Enhanced safety training,true
SA-R05992,Schedule,Subcontractor availability,5,5,Accelerated procurement plan,false
SA-R05992,Material,Block moisture absorption high,1,1,Alternative supplier sourcing,true
SA-R05993,Financial,Cash flow constraint,1,3,Fixed price contracts,true
SA-R05993,Quality,Testing failure rate high,4,4,Additional testing regime,false
SA-R05993,Schedule,Material procurement delay,3,5,Accelerated procurement plan,true
SA-R05993,Structural,Column failure potential,4,3,Design review and structural analysis,true
SA-R05994,Safety,Working at height risk,1,1,Enhanced safety training,false
SA-R05994,Financial,Cash flow constraint,5,1,Fixed price contracts,false
SA-R05994,Quality,Incomplete waterproofing,4,5,Additional testing regime,true
SA-R05994,Schedule,Permit approval delay,3,3,Accelerated procurement plan,true
SA-R05994,Material,Concrete strength below spec,2,4,Alternative supplier sourcing,true
SA-R05995,Safety,Confined space hazard,5,5,Enhanced safety training,true
SA-R05995,Financial,Steel price volatility,1,1,Fixed price contracts,true
SA-R05995,Schedule,Material procurement delay,4,4,Accelerated procurement plan,false
SA-R05995,Material,Steel corrosion risk,5,4,Alternative supplier sourcing,false
SA-R05996,Schedule,Subcontractor availability,5,1,Accelerated procurement plan,false
SA-R05996,Financial,Cash flow constraint,1,2,Fixed price contracts,false
SA-R05997,Safety,Electrical shock risk,2,5,Enhanced safety training,true
SA-R05997,Quality,Poor workmanship risk,1,3,Additional testing regime,false
SA-R05997,Financial,Currency fluctuation risk,3,5,Fixed price contracts,false
SA-R05997,Material,Aggregate gradation issue,3,3,Alternative supplier sourcing,false
SA-R05997,Structural,Inadequate reinforcement detailing,3,3,Design review and structural analysis,false
SA-R05998,Quality,Curing duration not met,4,3,Additional testing regime,false
SA-R05998,Financial,Currency fluctuation risk,4,1,Fixed price contracts,true
SA-R05999,Safety,Confined space hazard,3,5,Enhanced safety training,false
SA-R05999,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,true
SA-R05999,Quality,Testing failure rate high,5,4,Additional testing regime,false
SA-R05999,Financial,Steel price volatility,1,5,Fixed price contracts,false
SA-R05999,Schedule,Site handover delay,2,2,Accelerated procurement plan,false
SA-R05999,Material,Concrete strength below spec,5,3,Alternative supplier sourcing,false
SA-R06000,Structural,Inadequate reinforcement detailing,2,1,Design review and structural analysis,false
SA-R06000,Material,Concrete strength below spec,3,5,Alternative supplier sourcing,false
SA-R06000,Schedule,Subcontractor availability,4,2,Accelerated procurement plan,false
SA-R06000,Financial,Cement price increase,5,5,Fixed price contracts,true
SA-R06000,Safety,Electrical shock risk,3,3,Enhanced safety training,true
SA-R06000,Quality,Curing duration not met,4,4,Additional testing regime,true
SA-R06001,Quality,Incomplete waterproofing,4,2,Additional testing regime,true
SA-R06001,Financial,Steel price volatility,4,4,Fixed price contracts,false
SA-R06001,Schedule,Subcontractor availability,3,2,Accelerated procurement plan,false
SA-R06001,Safety,Confined space hazard,3,1,Enhanced safety training,true
SA-R06002,Safety,Electrical shock risk,5,1,Enhanced safety training,false
SA-R06002,Financial,Cement price increase,4,5,Fixed price contracts,false
SA-R06003,Financial,Cash flow constraint,2,4,Fixed price contracts,false
SA-R06003,Safety,Heavy lifting accident potential,1,3,Enhanced safety training,false
SA-R06004,Structural,Inadequate reinforcement detailing,2,5,Design review and structural analysis,false
SA-R06004,Material,Aggregate gradation issue,3,5,Alternative supplier sourcing,false
SA-R06005,Structural,Column failure potential,3,4,Design review and structural analysis,true
SA-R06005,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,true
SA-R06005,Schedule,Subcontractor availability,2,4,Accelerated procurement plan,false
SA-R06005,Financial,Labor shortage cost impact,1,3,Fixed price contracts,false
SA-R06005,Quality,Incomplete waterproofing,2,3,Additional testing regime,false
SA-R06005,Safety,Heavy lifting accident potential,2,5,Enhanced safety training,true
SA-R06006,Structural,Crack propagation in shear walls,1,2,Design review and structural analysis,false
SA-R06006,Safety,Confined space hazard,5,1,Enhanced safety training,true
SA-R06006,Quality,Tolerance deviation,3,3,Additional testing regime,true
SA-R06007,Material,Concrete strength below spec,3,4,Alternative supplier sourcing,true
SA-R06007,Structural,Slab deflection beyond limits,3,2,Design review and structural analysis,true
SA-R06007,Financial,Labor shortage cost impact,1,2,Fixed price contracts,false
SA-R06007,Safety,Heavy lifting accident potential,4,3,Enhanced safety training,false
SA-R06007,Quality,Incomplete waterproofing,4,5,Additional testing regime,false
SA-R06007,Schedule,Permit approval delay,1,3,Accelerated procurement plan,false
SA-R06008,Structural,Crack propagation in shear walls,4,4,Design review and structural analysis,true
SA-R06008,Material,Cement setting time abnormal,3,3,Alternative supplier sourcing,false
SA-R06009,Structural,Slab deflection beyond limits,1,4,Design review and structural analysis,false
SA-R06009,Material,Aggregate gradation issue,1,4,Alternative supplier sourcing,false
SA-R06009,Schedule,Weather delay potential,1,4,Accelerated procurement plan,false
SA-R06010,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,true
SA-R06010,Schedule,Subcontractor availability,2,3,Accelerated procurement plan,false
SA-R06010,Quality,Curing duration not met,5,2,Additional testing regime,true
SA-R06010,Safety,Working at height risk,2,2,Enhanced safety training,true
SA-R06010,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,false
SA-R06011,Schedule,Site handover delay,4,5,Accelerated procurement plan,false
SA-R06011,Financial,Cash flow constraint,4,4,Fixed price contracts,true
SA-R06011,Safety,Confined space hazard,4,2,Enhanced safety training,false
SA-R06011,Quality,Incomplete waterproofing,5,5,Additional testing regime,false
SA-R06011,Material,Aggregate gradation issue,3,2,Alternative supplier sourcing,true
SA-R06011,Structural,Crack propagation in shear walls,2,5,Design review and structural analysis,false
SA-R06012,Safety,Working at height risk,3,4,Enhanced safety training,false
SA-R06012,Financial,Currency fluctuation risk,2,4,Fixed price contracts,true
SA-R06013,Structural,Slab deflection beyond limits,5,2,Design review and structural analysis,true
SA-R06013,Schedule,Site handover delay,2,1,Accelerated procurement plan,false
SA-R06013,Quality,Testing failure rate high,1,5,Additional testing regime,false
SA-R06014,Material,Cement setting time abnormal,3,4,Alternative supplier sourcing,true
SA-R06014,Quality,Curing duration not met,1,4,Additional testing regime,false
SA-R06014,Safety,Electrical shock risk,2,5,Enhanced safety training,true
SA-R06014,Financial,Steel price volatility,5,5,Fixed price contracts,false
SA-R06014,Structural,Inadequate reinforcement detailing,4,3,Design review and structural analysis,false
SA-R06015,Structural,Inadequate reinforcement detailing,2,5,Design review and structural analysis,false
SA-R06015,Material,Cement setting time abnormal,2,5,Alternative supplier sourcing,false
SA-R06016,Structural,Crack propagation in shear walls,4,1,Design review and structural analysis,false
SA-R06016,Material,Cement setting time abnormal,5,5,Alternative supplier sourcing,true
SA-R06016,Schedule,Weather delay potential,3,2,Accelerated procurement plan,true
SA-R06017,Financial,Cement price increase,2,4,Fixed price contracts,true
SA-R06017,Material,Cement setting time abnormal,3,1,Alternative supplier sourcing,false
SA-R06017,Structural,Slab deflection beyond limits,2,1,Design review and structural analysis,true
SA-R06017,Quality,Testing failure rate high,5,2,Additional testing regime,false
SA-R06017,Safety,Fire hazard from hot work,4,1,Enhanced safety training,false
SA-R06017,Schedule,Site handover delay,1,1,Accelerated procurement plan,true
SA-R06018,Quality,Tolerance deviation,2,5,Additional testing regime,false
SA-R06018,Schedule,Weather delay potential,4,4,Accelerated procurement plan,true
SA-R06018,Financial,Currency fluctuation risk,1,2,Fixed price contracts,true
SA-R06018,Material,Cement setting time abnormal,2,1,Alternative supplier sourcing,false
SA-R06019,Safety,Heavy lifting accident potential,1,1,Enhanced safety training,false
SA-R06019,Quality,Poor workmanship risk,1,5,Additional testing regime,false
SA-R06019,Structural,Slab deflection beyond limits,4,1,Design review and structural analysis,false
SA-R06019,Material,Cement setting time abnormal,3,4,Alternative supplier sourcing,true
SA-R06020,Financial,Currency fluctuation risk,2,3,Fixed price contracts,true
SA-R06020,Quality,Incomplete waterproofing,4,3,Additional testing regime,true
SA-R06020,Structural,Column failure potential,5,5,Design review and structural analysis,false
SA-R06020,Schedule,Weather delay potential,1,4,Accelerated procurement plan,true
SA-R06021,Schedule,Subcontractor availability,5,5,Accelerated procurement plan,false
SA-R06021,Financial,Steel price volatility,5,3,Fixed price contracts,false
SA-R06021,Material,Steel corrosion risk,5,2,Alternative supplier sourcing,false
SA-R06021,Safety,Confined space hazard,3,1,Enhanced safety training,false
SA-R06021,Structural,Foundation settlement risk,4,3,Design review and structural analysis,false
SA-R06022,Financial,Steel price volatility,4,4,Fixed price contracts,false
SA-R06022,Schedule,Material procurement delay,1,2,Accelerated procurement plan,false
SA-R06022,Quality,Incomplete waterproofing,4,1,Additional testing regime,true
SA-R06022,Material,Aggregate gradation issue,5,5,Alternative supplier sourcing,false
SA-R06022,Safety,Heavy lifting accident potential,2,1,Enhanced safety training,false
SA-R06023,Material,Concrete strength below spec,1,4,Alternative supplier sourcing,false
SA-R06023,Structural,Crack propagation in shear walls,5,5,Design review and structural analysis,true
SA-R06024,Structural,Slab deflection beyond limits,5,1,Design review and structural analysis,true
SA-R06024,Material,Concrete strength below spec,5,2,Alternative supplier sourcing,true
SA-R06024,Schedule,Subcontractor availability,1,4,Accelerated procurement plan,true
SA-R06024,Financial,Cement price increase,4,5,Fixed price contracts,true
SA-R06024,Safety,Heavy lifting accident potential,4,1,Enhanced safety training,false
SA-R06024,Quality,Incomplete waterproofing,4,5,Additional testing regime,false
SA-R06025,Financial,Cash flow constraint,2,5,Fixed price contracts,false
SA-R06025,Safety,Heavy lifting accident potential,4,1,Enhanced safety training,true
SA-R06025,Material,Block moisture absorption high,2,5,Alternative supplier sourcing,true
SA-R06025,Structural,Crack propagation in shear walls,4,4,Design review and structural analysis,true
SA-R06025,Schedule,Material procurement delay,4,1,Accelerated procurement plan,true
SA-R06025,Quality,Testing failure rate high,5,2,Additional testing regime,false
SA-R06026,Safety,Fire hazard from hot work,1,5,Enhanced safety training,false
SA-R06026,Structural,Inadequate reinforcement detailing,4,4,Design review and structural analysis,false
SA-R06026,Financial,Steel price volatility,5,5,Fixed price contracts,true
SA-R06026,Quality,Testing failure rate high,3,4,Additional testing regime,true
SA-R06027,Quality,Testing failure rate high,1,1,Additional testing regime,false
SA-R06027,Structural,Foundation settlement risk,4,3,Design review and structural analysis,false
SA-R06027,Financial,Currency fluctuation risk,4,4,Fixed price contracts,true
SA-R06027,Material,Aggregate gradation issue,4,1,Alternative supplier sourcing,false
SA-R06027,Safety,Working at height risk,5,1,Enhanced safety training,false
SA-R06027,Schedule,Subcontractor availability,5,5,Accelerated procurement plan,true
SA-R06028,Schedule,Permit approval delay,3,3,Accelerated procurement plan,true
SA-R06028,Quality,Tolerance deviation,2,1,Additional testing regime,false
SA-R06028,Safety,Electrical shock risk,1,2,Enhanced safety training,false
SA-R06028,Structural,Column failure potential,1,2,Design review and structural analysis,false
SA-R06028,Material,Aggregate gradation issue,1,4,Alternative supplier sourcing,false
SA-R06029,Structural,Column failure potential,5,5,Design review and structural analysis,true
SA-R06029,Material,Concrete strength below spec,3,2,Alternative supplier sourcing,false
SA-R06029,Schedule,Weather delay potential,4,1,Accelerated procurement plan,true
SA-R06029,Financial,Cement price increase,1,3,Fixed price contracts,false
SA-R06030,Quality,Testing failure rate high,1,4,Additional testing regime,false
SA-R06030,Safety,Confined space hazard,4,2,Enhanced safety training,false
SA-R06030,Schedule,Permit approval delay,2,1,Accelerated procurement plan,false
SA-R06030,Financial,Cash flow constraint,3,1,Fixed price contracts,false
SA-R06031,Financial,Cement price increase,2,1,Fixed price contracts,false
SA-R06031,Schedule,Weather delay potential,4,5,Accelerated procurement plan,false
SA-R06031,Quality,Poor workmanship risk,4,1,Additional testing regime,false
SA-R06031,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,true
SA-R06031,Structural,Slab deflection beyond limits,5,2,Design review and structural analysis,false
SA-R06031,Safety,Heavy lifting accident potential,4,5,Enhanced safety training,true
SA-R06032,Safety,Heavy lifting accident potential,5,3,Enhanced safety training,false
SA-R06032,Schedule,Material procurement delay,4,5,Accelerated procurement plan,false
SA-R06032,Quality,Curing duration not met,5,2,Additional testing regime,false
SA-R06033,Safety,Heavy lifting accident potential,3,4,Enhanced safety training,false
SA-R06033,Quality,Curing duration not met,1,2,Additional testing regime,false
SA-R06033,Financial,Currency fluctuation risk,5,4,Fixed price contracts,false
SA-R06033,Schedule,Site handover delay,4,2,Accelerated procurement plan,false
SA-R06033,Material,Concrete strength below spec,5,1,Alternative supplier sourcing,true
SA-R06033,Structural,Slab deflection beyond limits,3,3,Design review and structural analysis,false
SA-R06034,Quality,Poor workmanship risk,2,2,Additional testing regime,false
SA-R06034,Structural,Foundation settlement risk,3,2,Design review and structural analysis,false
SA-R06035,Safety,Working at height risk,2,1,Enhanced safety training,false
SA-R06035,Financial,Labor shortage cost impact,3,3,Fixed price contracts,false
SA-R06035,Quality,Tolerance deviation,5,3,Additional testing regime,false
SA-R06035,Schedule,Subcontractor availability,3,1,Accelerated procurement plan,false
SA-R06035,Material,Block moisture absorption high,2,1,Alternative supplier sourcing,false
SA-R06035,Structural,Column failure potential,5,3,Design review and structural analysis,false
SA-R06036,Structural,Foundation settlement risk,3,5,Design review and structural analysis,true
SA-R06036,Material,Concrete strength below spec,4,4,Alternative supplier sourcing,false
SA-R06037,Structural,Foundation settlement risk,4,5,Design review and structural analysis,false
SA-R06037,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,false
SA-R06037,Safety,Confined space hazard,5,1,Enhanced safety training,true
SA-R06037,Schedule,Subcontractor availability,4,2,Accelerated procurement plan,false
SA-R06038,Safety,Confined space hazard,5,2,Enhanced safety training,false
SA-R06038,Schedule,Weather delay potential,5,3,Accelerated procurement plan,true
SA-R06038,Quality,Testing failure rate high,3,3,Additional testing regime,true
SA-R06038,Material,Block moisture absorption high,3,4,Alternative supplier sourcing,false
SA-R06038,Structural,Column failure potential,2,5,Design review and structural analysis,false
SA-R06038,Financial,Currency fluctuation risk,1,1,Fixed price contracts,false
SA-R06039,Structural,Column failure potential,4,3,Design review and structural analysis,false
SA-R06039,Schedule,Subcontractor availability,5,3,Accelerated procurement plan,false
SA-R06039,Material,Cement setting time abnormal,4,4,Alternative supplier sourcing,true
SA-R06040,Structural,Inadequate reinforcement detailing,2,3,Design review and structural analysis,false
SA-R06040,Financial,Cash flow constraint,2,4,Fixed price contracts,false
SA-R06040,Quality,Tolerance deviation,5,4,Additional testing regime,true
SA-R06040,Material,Concrete strength below spec,2,2,Alternative supplier sourcing,false
SA-R06041,Quality,Tolerance deviation,5,4,Additional testing regime,false
SA-R06041,Structural,Crack propagation in shear walls,5,3,Design review and structural analysis,false
SA-R06041,Material,Cement setting time abnormal,2,2,Alternative supplier sourcing,false
SA-R06041,Schedule,Site handover delay,1,5,Accelerated procurement plan,false
SA-R06041,Financial,Labor shortage cost impact,1,3,Fixed price contracts,false
SA-R06041,Safety,Confined space hazard,1,5,Enhanced safety training,false
SA-R06042,Structural,Crack propagation in shear walls,3,2,Design review and structural analysis,true
SA-R06042,Safety,Confined space hazard,2,3,Enhanced safety training,false
SA-R06043,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,false
SA-R06043,Safety,Heavy lifting accident potential,5,4,Enhanced safety training,false
SA-R06044,Schedule,Permit approval delay,2,3,Accelerated procurement plan,true
SA-R06044,Financial,Currency fluctuation risk,5,5,Fixed price contracts,false
SA-R06044,Safety,Electrical shock risk,5,3,Enhanced safety training,true
SA-R06045,Structural,Foundation settlement risk,1,2,Design review and structural analysis,false
SA-R06045,Material,Steel corrosion risk,1,3,Alternative supplier sourcing,false
SA-R06045,Safety,Fire hazard from hot work,5,5,Enhanced safety training,true
SA-R06046,Structural,Inadequate reinforcement detailing,5,3,Design review and structural analysis,true
SA-R06046,Financial,Labor shortage cost impact,5,3,Fixed price contracts,false
SA-R06046,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,false
SA-R06046,Quality,Incomplete waterproofing,2,3,Additional testing regime,false
SA-R06047,Financial,Cash flow constraint,4,1,Fixed price contracts,false
SA-R06047,Safety,Working at height risk,3,1,Enhanced safety training,true
SA-R06047,Quality,Incomplete waterproofing,1,3,Additional testing regime,false
SA-R06047,Schedule,Subcontractor availability,3,2,Accelerated procurement plan,true
SA-R06048,Quality,Tolerance deviation,2,5,Additional testing regime,true
SA-R06048,Material,Aggregate gradation issue,2,3,Alternative supplier sourcing,true
SA-R06048,Structural,Slab deflection beyond limits,1,5,Design review and structural analysis,false
SA-R06048,Schedule,Material procurement delay,5,4,Accelerated procurement plan,false
SA-R06048,Financial,Currency fluctuation risk,4,4,Fixed price contracts,false
SA-R06049,Schedule,Subcontractor availability,2,2,Accelerated procurement plan,true
SA-R06049,Material,Steel corrosion risk,4,1,Alternative supplier sourcing,true
SA-R06049,Quality,Tolerance deviation,5,5,Additional testing regime,true
SA-R06049,Financial,Cash flow constraint,5,1,Fixed price contracts,false
SA-R06050,Material,Aggregate gradation issue,2,3,Alternative supplier sourcing,false
SA-R06050,Quality,Poor workmanship risk,2,3,Additional testing regime,false
SA-R06050,Schedule,Subcontractor availability,1,5,Accelerated procurement plan,false
SA-R06050,Financial,Steel price volatility,5,1,Fixed price contracts,false
SA-R06050,Safety,Working at height risk,2,2,Enhanced safety training,false
SA-R06051,Structural,Column failure potential,2,5,Design review and structural analysis,true
SA-R06051,Material,Steel corrosion risk,5,2,Alternative supplier sourcing,true
SA-R06051,Schedule,Weather delay potential,2,4,Accelerated procurement plan,false
SA-R06051,Financial,Cement price increase,3,2,Fixed price contracts,false
SA-R06051,Safety,Confined space hazard,5,2,Enhanced safety training,true
SA-R06051,Quality,Testing failure rate high,2,4,Additional testing regime,true
SA-R06052,Structural,Foundation settlement risk,2,1,Design review and structural analysis,true
SA-R06052,Material,Block moisture absorption high,1,2,Alternative supplier sourcing,false
SA-R06052,Quality,Poor workmanship risk,2,1,Additional testing regime,true
SA-R06052,Schedule,Material procurement delay,1,3,Accelerated procurement plan,false
SA-R06052,Safety,Heavy lifting accident potential,5,3,Enhanced safety training,false
SA-R06053,Structural,Crack propagation in shear walls,5,2,Design review and structural analysis,false
SA-R06053,Safety,Heavy lifting accident potential,5,3,Enhanced safety training,true
SA-R06053,Schedule,Site handover delay,1,3,Accelerated procurement plan,false
SA-R06053,Material,Steel corrosion risk,2,3,Alternative supplier sourcing,true
SA-R06053,Financial,Labor shortage cost impact,4,1,Fixed price contracts,false
SA-R06053,Quality,Incomplete waterproofing,2,4,Additional testing regime,false
SA-R06054,Safety,Electrical shock risk,5,5,Enhanced safety training,false
SA-R06054,Financial,Steel price volatility,5,1,Fixed price contracts,true
SA-R06054,Schedule,Weather delay potential,5,5,Accelerated procurement plan,true
SA-R06054,Quality,Incomplete waterproofing,5,3,Additional testing regime,true
SA-R06055,Financial,Steel price volatility,4,4,Fixed price contracts,false
SA-R06055,Material,Aggregate gradation issue,3,2,Alternative supplier sourcing,true
SA-R06055,Schedule,Subcontractor availability,2,5,Accelerated procurement plan,true
SA-R06055,Safety,Heavy lifting accident potential,3,4,Enhanced safety training,false
SA-R06055,Structural,Inadequate reinforcement detailing,1,5,Design review and structural analysis,false
SA-R06056,Structural,Slab deflection beyond limits,4,2,Design review and structural analysis,true
SA-R06056,Material,Block moisture absorption high,3,4,Alternative supplier sourcing,false
SA-R06056,Safety,Fire hazard from hot work,5,1,Enhanced safety training,true
SA-R06056,Schedule,Subcontractor availability,5,3,Accelerated procurement plan,false
SA-R06057,Financial,Steel price volatility,4,2,Fixed price contracts,true
SA-R06057,Schedule,Weather delay potential,2,3,Accelerated procurement plan,false
SA-R06058,Structural,Crack propagation in shear walls,5,3,Design review and structural analysis,false
SA-R06058,Material,Block moisture absorption high,1,2,Alternative supplier sourcing,false
SA-R06058,Quality,Tolerance deviation,1,5,Additional testing regime,true
SA-R06059,Schedule,Material procurement delay,4,5,Accelerated procurement plan,true
SA-R06059,Material,Concrete strength below spec,2,2,Alternative supplier sourcing,false
SA-R06059,Quality,Tolerance deviation,5,2,Additional testing regime,false
SA-R06060,Quality,Poor workmanship risk,4,3,Additional testing regime,true
SA-R06060,Schedule,Material procurement delay,2,5,Accelerated procurement plan,false
SA-R06060,Safety,Heavy lifting accident potential,3,5,Enhanced safety training,false
SA-R06060,Structural,Crack propagation in shear walls,2,5,Design review and structural analysis,false
SA-R06060,Material,Cement setting time abnormal,4,3,Alternative supplier sourcing,false
SA-R06060,Financial,Labor shortage cost impact,5,3,Fixed price contracts,false
SA-R06061,Quality,Curing duration not met,3,1,Additional testing regime,true
SA-R06061,Structural,Column failure potential,2,5,Design review and structural analysis,false
SA-R06061,Material,Concrete strength below spec,4,1,Alternative supplier sourcing,true
SA-R06062,Structural,Inadequate reinforcement detailing,2,4,Design review and structural analysis,false
SA-R06062,Material,Steel corrosion risk,5,4,Alternative supplier sourcing,true
SA-R06062,Quality,Curing duration not met,3,5,Additional testing regime,false
SA-R06062,Financial,Steel price volatility,2,5,Fixed price contracts,true
SA-R06062,Safety,Working at height risk,2,3,Enhanced safety training,true
SA-R06062,Schedule,Site handover delay,1,4,Accelerated procurement plan,true
SA-R06063,Material,Cement setting time abnormal,3,2,Alternative supplier sourcing,false
SA-R06063,Financial,Labor shortage cost impact,2,2,Fixed price contracts,false
SA-R06063,Schedule,Weather delay potential,5,4,Accelerated procurement plan,false
SA-R06064,Structural,Column failure potential,5,4,Design review and structural analysis,false
SA-R06064,Material,Block moisture absorption high,3,2,Alternative supplier sourcing,false
SA-R06065,Structural,Crack propagation in shear walls,1,4,Design review and structural analysis,false
SA-R06065,Material,Cement setting time abnormal,4,5,Alternative supplier sourcing,true
SA-R06066,Quality,Tolerance deviation,3,3,Additional testing regime,false
SA-R06066,Schedule,Permit approval delay,5,2,Accelerated procurement plan,true
SA-R06067,Schedule,Site handover delay,3,4,Accelerated procurement plan,false
SA-R06067,Safety,Confined space hazard,2,5,Enhanced safety training,false
SA-R06067,Financial,Currency fluctuation risk,4,3,Fixed price contracts,false
SA-R06068,Schedule,Weather delay potential,5,4,Accelerated procurement plan,false
SA-R06068,Material,Concrete strength below spec,4,1,Alternative supplier sourcing,true
SA-R06068,Financial,Cement price increase,3,5,Fixed price contracts,true
SA-R06069,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,true
SA-R06069,Quality,Incomplete waterproofing,5,4,Additional testing regime,false
SA-R06069,Financial,Steel price volatility,1,4,Fixed price contracts,false
SA-R06070,Structural,Foundation settlement risk,5,1,Design review and structural analysis,true
SA-R06070,Material,Steel corrosion risk,2,5,Alternative supplier sourcing,false
SA-R06070,Quality,Poor workmanship risk,3,1,Additional testing regime,false
SA-R06070,Financial,Steel price volatility,5,5,Fixed price contracts,false
SA-R06070,Safety,Heavy lifting accident potential,1,1,Enhanced safety training,true
SA-R06071,Safety,Fire hazard from hot work,3,5,Enhanced safety training,true
SA-R06071,Schedule,Subcontractor availability,4,5,Accelerated procurement plan,false
SA-R06071,Material,Aggregate gradation issue,2,1,Alternative supplier sourcing,false
SA-R06072,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,true
SA-R06072,Material,Steel corrosion risk,3,2,Alternative supplier sourcing,true
SA-R06072,Schedule,Subcontractor availability,4,5,Accelerated procurement plan,false
SA-R06072,Financial,Cement price increase,4,4,Fixed price contracts,false
SA-R06072,Safety,Confined space hazard,3,5,Enhanced safety training,false
SA-R06073,Financial,Cement price increase,3,5,Fixed price contracts,true
SA-R06073,Material,Concrete strength below spec,2,5,Alternative supplier sourcing,false
SA-R06073,Schedule,Subcontractor availability,5,1,Accelerated procurement plan,true
SA-R06073,Safety,Heavy lifting accident potential,2,5,Enhanced safety training,true
SA-R06074,Safety,Electrical shock risk,3,4,Enhanced safety training,true
SA-R06074,Structural,Crack propagation in shear walls,3,4,Design review and structural analysis,true
SA-R06074,Material,Steel corrosion risk,2,5,Alternative supplier sourcing,false
SA-R06075,Financial,Steel price volatility,4,4,Fixed price contracts,false
SA-R06075,Structural,Slab deflection beyond limits,1,1,Design review and structural analysis,false
SA-R06075,Material,Aggregate gradation issue,1,4,Alternative supplier sourcing,true
SA-R06076,Quality,Poor workmanship risk,4,4,Additional testing regime,false
SA-R06076,Safety,Confined space hazard,4,4,Enhanced safety training,true
SA-R06076,Financial,Cash flow constraint,3,2,Fixed price contracts,true
SA-R06076,Schedule,Subcontractor availability,5,4,Accelerated procurement plan,false
SA-R06077,Structural,Crack propagation in shear walls,4,5,Design review and structural analysis,false
SA-R06077,Material,Concrete strength below spec,5,5,Alternative supplier sourcing,true
SA-R06077,Safety,Electrical shock risk,4,3,Enhanced safety training,false
SA-R06077,Schedule,Site handover delay,2,5,Accelerated procurement plan,false
SA-R06077,Financial,Steel price volatility,3,3,Fixed price contracts,false
SA-R06077,Quality,Curing duration not met,2,2,Additional testing regime,false
SA-R06078,Schedule,Weather delay potential,4,3,Accelerated procurement plan,false
SA-R06078,Quality,Curing duration not met,3,4,Additional testing regime,true
SA-R06078,Financial,Cement price increase,1,4,Fixed price contracts,true
SA-R06078,Material,Cement setting time abnormal,5,4,Alternative supplier sourcing,false
SA-R06078,Structural,Inadequate reinforcement detailing,4,1,Design review and structural analysis,true
SA-R06079,Structural,Column failure potential,2,1,Design review and structural analysis,true
SA-R06079,Material,Cement setting time abnormal,3,2,Alternative supplier sourcing,false
SA-R06079,Schedule,Site handover delay,4,1,Accelerated procurement plan,true
